475,Si hay algo peor que poner la llanta de refacción al exterior de la puerta trasera es ponerla debajo del auto. No imagino la incomodidad para maniobrar cuando traes prisa por solucionar un pinchazo.,1
477,"La Duster estándar motor 2.0, con algo de tráfico y en avenidas principales hace 12/13 kilómetros por litro. Sin tráfico hasta 14.5 km/l. Esperemos a ver ese motor turbo.",1
482,"de 3 a 5 años les dura la transmisión, si no chequen el historial en redes, pregunten, y toda esa línea, desde el 2012 es el mismo problema en esa marca, el negocio de la Renault está en lo consumible y no en las ventas de vehículos, ahh y muy mala atención de servicio. Lo peor en marca",1
483,"Espero ya hayan modificado la caja standar de velocidades por una que pueda subir la subidas de la autopista a Cuernavaca por lo menos a 100 kms /hr, porque yo tengo una Dustet 2018 y con trabajo apenas sube entre 80 a 90 km/hr..",1
501,por más que le subí al volúmen nunca pude escuchar con claridad el ruido del motor y del aire acondicionado.,1
502,Por más de 500 mil pesos recibes una parte Trasera muy austera Para los pasajeros de atrás y una cajuela muy sencilla con Resortes de Catre que se ven y el mal ? pintado interior de la Cajuela. No pues que mala Onda por VolksWagen que sigan pensando ? que el comercio Méxicano se tiene que conformar con Venderte 4 llantas y un Motor a un Super Precio... Eso esta mal ? por ellos y más aún mal para los Vagetos que le son fiel a la marca.,1
508,La insonorización en la cabina es bastante mala,1
533,"$100 mil pesos más caro que la competencia equivalente, con mismas motorizaciones que la generación pasada y un equipamiento que queda corto frente a sus rivales, además de un diseño que, sin verse mal, parece un paso atrás frente a la generación saliente. Muy muy caro, así no se va a vender y esperamos que Honda rectifique.",1
540,580 mil pesos y no tiene salidas de aire en la parte trasera!! por ese y muchos otros detalles creo que no justifica su precio,1
550,Por ese precio y solo 4 bolsas de aire y una pantalla sin Android auto,1
556,"dos bolsas de aire menos que en su segmento, encendido por llave cuando la mayoría ya es por botón Y por dios chevrolet solo dos cabeceras traseras, por ese precio! Y ya ni hablar de acabados, chevrolet anda muy pero muy perdido en este segmento",1
561,"A la madre 470,000 sin llave de presencia, con rines de 16"" y peor aun solo 4 bolsas de aire, estos de chevrolet si que estan idiotas queriendo vender esa madre, mejor un suzuki swift sport por 100,000 pesos menos y mucho mejor equipado.",1
591,"IN TENER UNA APARIENCIA DE UN MODELO FRESCO, EN FIN NADA DE NADA SÓLO ES PURO PLÁSTICO RECICLADO SOBRE RUEDAS DE MAL EN PEOR WV HACIENDO LAS COSAS MUY MAL..",1
596,"Ya de entrada una Tracker la supera por 360,000 Antes era VW 100%, pero desde que ha llenado de experimentos Brasileños (3er mundo) a precios de 1er mundo... !!! (no es nada contra los Brasileños, hablamos de autos solamente). Y al joven, si puede sacarse el chicle, Aveces no se le entiende lo que dice.",1
