,Commment,Category
82,", el valor de este auto es q por este precio traes el motor de 240hp , audio de firma , piel napa , ventilación asientos delanteros , cortinas para sol traseros , postes a-b-c , en tipo gamuza , la relación valor precio excelente , el punto es q no divierte en su manejo . ",0
84,"Saludos master . Ahora resulta que la suspensión rígida del nuevo Mazda , es milagrosa . ",0
85,? ? ? ? . ,0
87,. Sergio ¿Que le falta para ser un premium ? ¿El precio ? Porque ,0
88,". Lo siento , yo cuándo lo vi , en directo en una plaza comercial , me enamoré , me subí y ví acabados apantallantes , especiales y ahí estuvo lo malo , porque cómo me gustó , lo investigué y mientras mas lo veo y mas lo analizo veo que en realidad ",0
90,"Gracias Master por tan buen video . Saludos ? ? . Buena tarde , mmmmmmmm ps no me convence , realmente el zoom zoom era lo que la gente que compraba a mazda le gustaba , incluyéndome a mí , creo que no debe de perder su esencia , al menos eso es lo que yo creo , esa suspensión le daba más seguridad , puntos que muchos evalúan , y la verdad si creo que es un retroceso , me esperare haber si llega el nuevo motor X y ",0
91,", espero ver la prueba del Alce . Saludos . ",0
92," Es culpa de Nissan y también de la gente , ",0
93,"Gabo , no se de donde la vez bonita ! ! ! Me vale verga sus interiores suaves si es muy chica , fea y sobre todo cara .... Mil veces la nueva Renault Duster o Tracker o Creta o Vitara ..... ",0
94,..... Noooooooo mal mal mal . ,0
96,? ? ? ? ? ? . ,0
97,.La sobrevaloración del volkswagen no tiene limite .... ,0
99,", saludos ! Buen video ! . ",0
102,. ,0
103,! ? ? ? ? ? . ,0
106, Cuantos kilómetros por pozo petrolero da ? ,0
107,! ! ! . ,0
109,line ... ? ? ? ? . ,0
110,". VW creo que se esmero por mucho en algo .... en darle en toda la Mauser al Jetta , quien sabe que quiso hacer pero el carro es horrible , ni siquiera está versión que se supone es deportiva deja de parecer un auto para una persona de 60 años . ",0
112,? ? . ,0
113,", CARISIMOS SUS AUTOS ... ",0
114,Saludos master . ,0
115,"Yo creo que de ser así , la debería de considerar Bmw en su división M o Mercedes en Amg ? ? ? ? . Sí está bonito pero como que ya están tratando de venderte gato por liebre . ",0
116, Mi humilde opinión . ,0
117," Lo siento , yo cuándo lo vi , en directo en una plaza comercial , me enamoré , me subí y ví acabados apantallantes , especiales y ahí estuvo lo malo , porque cómo me gustó , lo investigué y mientras mas lo veo y mas lo analizo veo que en realidad ",0
118," Buena tarde , mmmmmmmm ps no me convence , realmente el zoom zoom era lo que la gente que compraba a mazda le gustaba , incluyéndome a mí , creo que no debe de perder su esencia , al menos eso es lo que yo creo , esa suspensión le daba más seguridad , puntos que muchos evalúan , y la verdad si creo que es un retroceso , ",0
119,Saludos . ,0
120,"lol , ",0
121,Hasta un VW gli esta menos caro . ,0
123," Shale , se fué muy arriba en el precio . Y así amigos , es ",0
125,.... ( guarden éste comentario ) . ,0
126,. Excelente comparacion ! ! ! Objetivo y al grano . ,0
127,. Saludos . ,0
130, Precios muy caros ! ,0
131," Gabo , esta vez desde el titulo ya estas diciendo mentiras . ",0
133,. Totalmente nuevo ? XD jajaja .  ,0
135,😒 ,0
137,", otro rival por ese precio en diferente categoría es el Camry XLE y hasta sobran 30 mil . ",0
138,"😅😅😅😅😅 . Ok , ",0
139,? ! . ,0
141,", estoy pensando en darle oportunidad al KIA Forte GT . ",0
142,. Me gustó más el Hyundai Elantra en casi todo . ,0
143,", ya muchos voltearan a ver otros autos como el que mencioné . ",0
144,Lastina se esperaba mucho más por ese precio . ,0
145,😎 ( el último coupé ) tiene un diseño más entusiasta . ,0
146,"Seis meses después todos los rivales costaban casi lo mismo que el Civic . En 2022 todo el segmento estará en estos precios , guarden el comentario . ",0
148,". Carísimo , mejor un Camry por ese precio , ",0
149,", seguramente más caro que un serie3 o un clase c 🤣🤣 🤣 . ",0
151,". Claro , los autos chinos , temporalmente de menor calidad , pero más atractivos de precio y de costo/beneficio . En menos de 10 años los chinos habrán corregido los temas de calidad en sus autos y ahí si agarrense automotrices japonesas , europeas , americanas y koreanas porque las automotrices chinas serán las # 1 en calidad general . Si no me creen , solo esperen . 100 mil pesos arriba de lo que debería costar y totalmente fuera de rango respecto al segmento , no mamen Honda . Lleve a servicio mi HR-V 2019 la semana pasada y me invitaron a la presentación del nuevo Civic , gracias pero no gracias . Los mismos vendedores han de estar rascándose la cabeza pensando como van a vender este auto a esos precios . Ojalá nadie lo compre porque si tiene cierto éxito las demás marcas escalaran sus precios viendo que hay gente que esta dispuesta a pagar tanto por tan poco . Tenía pensado cambiar mi actual HR-V por la nueva en cuanto llegue , pero , que precio tendrá ? Viendo el disparate del nuevo Civic la próxima HR-V va a partir de los $ 550 mil pesos seguramente 😒👎❗❗❗PD : esta versión más equipada no tiene cámara 360° , no tiene espejos habatibles eléctricamente , no tiene salida de aire acondicionado trasera , su pantalla se queda en 9 '' , por debajo de muchos rivales , etc etc . ",0
153,. PD : La versión chilena traída de Rumanía tampoco mejora mucho con respecto a la brasileña o colombiana . ,0
156,"y , sobre todo , mayor seguridad . Gabo , nadie que compre Duster tenía como opción la Koleos ! .  ",0
157,"( La refacción expuesta al exterior ) . 29 % Protección ocupante adulto , 23 % Protección ocupante infantil , 51 % Protección para peatones y usuarios vulnerables de las vías , 35 % Sistemas de Asistencia a la Seguridad ( AAHHH Y SOLO DOS BOSAS DE AIRE ) .... ",0
158,NCAP .... ,0
160,", un Mercedes AMG , un Nissan GTR o un Porche . No busques que tu caja automatica diseñada para ahorrar combustible y no dañar al motor actue como una caja secuencial 2ble embrague y su madre , ¿para que quieres cambios mas rapidos ? para alcanzar de 0 a 100 en 3 dias habiles en vez de 5 dias ? venga ya , es un autor citadino de uso domestico , normal , no le pidas mas . Quieres un 0 a 100 en menos de 4 seg pues comprate un deportivo o un superdeportivo y punto . Quieren un auto con full dispositivos de entretenimiento , full tecnologia y seguridad pero no pagar mas de 200 mil o 300 mil por que es mucho , pero tambien quieren que su motor pedorro de 4 cilindros 1.6L turbocargado de 200HP funcione y entregue la potencia de un V6 de 3.5L TwinTurbo no mamen ! . ",0
161,. El Mazda 3 y el Jetta son carros más refinados y potentes pero los precios están muy por encima . Yo tengo con mi Forte 2 años y lo que más me gusta es su desempeño en carretera y el ahorro de combustible . Es muy cómodo por dentro y viene super equipado desde las versiones de entrada . Tengo el LX y la verdad es que no le falta nada al carrito denle la oportunidad si su presupuesto ronda los 350 mil . ,0
163,! ! . ,0
164,". Al tiempo se van arrepentir de tan absurda decisión , para mí dejo de ser una opción interesante para compra , ojalá reaccionen rápido y en breve todas las versiones de Duster equipen las 6 airbags .  ",0
166," A todos los que se quejan de los airbag , sandra cortes clemente https : //youtu.be/DHSY-AQycok Obtuvo 4 estrellas Latincap , ",0
167,". Y éxito total por dios santo , pero en ves de eso toman un motor menos potente de la Stepway y bajan mis ventas . Que tontería , y no me salgan que quieren desaparecer ese motor o que ya no lo ocupan porque la Oroch lo tiene . ",0
168,. 😡😡😡😡😡👎👎👎 ,0
169,. Nuevo motor ? ? 🤔🤔🤔🤔🤔 ,0
170,. Muy caro y poco atractivo con la competencia ,0
171,en una palabra me quedo con mi jetta SPORT 2016 .  ,0
173, Desperdicio de dinero .  ,0
174,", me gusta mas que el KIA Forte . ",0
175,", soy fan de la marca pero no mames que metida de chorizo al comprar un Jetta claramente hay mejores opciones . ",0
177, El KIA que fui a ver fue el Stinger si esta muy bonito pero mas caro . Y el ultimo que vi fui a ver fue el MINI ,0
178,  Pero más económicos y basicos . ,0
182,".... Me parece que tu fanatismo por VW te ciega a veces , mil a uno ",0
183,". Por medio 550 , le pongo 80 más y me llevo un A4 , ",0
185,. Que coche más aburrido ... ,0
186,. me quedo con mi Cupra 290 mismo consumo 9L en modo cupra pero 14.5 en modo eco ,0
187,.... Jaaaa ! ! Me sigo quedando con mi mustang GT 350 2009 ,0
188,... se ve mejor mi R line con el kit Racing Air Design . ,0
190,y la verdad prefiero por ese precio comprar un GLI 2017 . ,0
191," Y me sobran 70,000 pesos . ",0
192,Tu que opinas gabo ? . ,0
193,El mazda 6 2020 está a 70 mil ( 13 % más ) de diferencia y prácticamente es mejor en todo . ,0
194," a partir del Bora ( jetta a5 ) se vino para abajo , tengo un broa ( la mejor opcion costo beneficio ahora ) ,  ",0
195,🏎 ,0
196, Este pick up mini me parece que va a un mercado muy reducido . ,0
197, La RAM 700 y la RAM 1000 JAMAS serán RAM .  ,0
198,". Es una lastima que sea la fiat strada la que llego a mx , ",0
199, Pero ,0
200,. Esa porquería con trabajos puede avanzar en subidas y vacía . ,0
202,. Slds . ,0
203,. 3 mil veces mejor . ,0
204,😔👌 . ,0
205,". Qué bueno que Nissan ya tomó en cuenta que estaba haciendo muchas cosas mal , y sobre todo en el mercado mexicano . Espero que también cambien y mejoren sus cajas CVT . ",0
206,". Una lástima , ya que me encanta . ",0
207,". Con lo que sale prefiero comprar una pick up liviana y un vehiculo como un suzuki jimny , de vehiculo secundario , ",0
208,". Pienso que la mayoría de las veces se nos olvida la función elemental de los autos ; cada uno fue hecho para tal o cual función o terreno específico , y no hay razón para adquirir un Jeep de éstos , por ejemplo si vives en una como ciudad de méxico , si puedes comprar ( y gastar ) algo que te va dar una función exacta para tus necesidades . Además de que ese motor es un monstruo de consumo . ",0
210,. Saludos ! . jajaja con la espada desenvainada para seguir compitiendo ? ,0
211,. Sobrevalorado honda con sus precios de locos . ,0
212,Aparte de feo caro ... ,0
213,". con 600000 pesos compras un minicoper , pero también , las marcas premium son tontas , dicen las marcar normales ponen precios altos nosotros pondremos más caros nuestros autos , lo que no ven ninguna de las marcas es que las personas prefieren mejor no comprar nada e irse por un seminuevo .. 👎👎👎 . Por 100 mil mas te compras un volvo s60 ... ",0
214, La marca está perdiendo participación de mercado .  ,0
217,que este desde mi punto de vista personal ! ! . ,0
218, Se me hace muy caro ,0
219," Se ve muy simplón , y luego el precio aumentó bastante aunque argumenten que sea nueva generación .  ",0
220,". Nunca pensé que diría ésto , ",0
223,". Jetta GLI y también Forte GT suenan algo más atractivos por el precio del Civic más equipado . Todo muy bien , pero ",0
226,"? . Super caro en comparación con su competencia ,  ",0
227,"- El motor no es el mejor , el Kia forte GT , el Jetta GLI o el Mazda 3 turbo son mejores - ",0
228,"- Diseño siento que dio un paso atrás a su generación anterior , ahora se ve `` carro genérico sedan '' , aunque no es feo , . simplemente ya no brilla en nada Por último , he visto en internet que la.gente defiende mucho a Honda que porque son carros de muy buena calidad , nunca he tenido uno para confirmarlo o desmentirlo pero en este segmento y a este precio lo que compres va a ser de alta calidad , el Jetta , Sentra , Corolla , Forte ( ese no tanto ) , Elantra ( tampoco ) y Mazda 3 . ",0
229,. En el interior me gustó pero hay demasiado negro piano . ,0
230,. No sé últimamente ,0
231,". Me quedo con tu comentario final , ",0
232,". En 2022 todo el segmento estará en estos precios , guarden el comentario . ",0
233,". así que agárrense y si quieren comprar autos a precios medio razonables , 2021 es el momento XD . siento que en esta versión perdió el toque `` deportivo '' que tenia el Civic y lo hicieron mas estilo sedan para abuelitos . ",0
234,. Está vez honda nos quedó a deber .. hasta este señor dice que se ve mejor en persona jajajaja . ,0
235,". Parece un Jetta ! ! Me quedo 100 % con mi Civic Coupé 2020 😎 ( el último coupé ) tiene un diseño más entusiasta . Buen auto , si , pero sencillamente demasiado caro . ",0
237,". Por tamaño y prestaciones compite con Versa , Onix , Rio , Etc , en ese sentido me parece buen coche , muy competente respecto a sus rivales , pero tampoco sin llegar a ser el mejor ni destacar en nada . ",0
238,". Por lo que cuesta la versión intermedia ya te compras versiones básicas de coches del segmento superior , como Jetta , Sentra o Forte , que le siguen ganando en equipamiento al City y tienen mucho mejores prestaciones al ser un escalón por encima de City .. Por lo que cuesta la versión más equipada ya te compras las versiones intermedias de los modelos que mencioné , con todavía más equipo ... O sea , a Honda se le pasó la mano con el precio y la verdad los únicos motivos para comprarlo fué lo que mencionó Sergio . Saludos master ! , buena evolución del auto , pero ",0
239,", en seminuevo ya toma un precio razonable y seguramente sera lo mismo con este modelo en unos 2 años sera buena opción a compra ( considero ) . ",0
241,😆,0
242,Q tal Máster ya está en terreno d compactos ,0
245, si da coraje la verdad . ,0
246,". Me sigo quedando con el cavalier de los 90 y su sonido uffff . Aunq este le hace más honor en cuestión de potencia . Pero su precio está muy elevado , mejor me quedo con un Kia o el Mazda .  ",0
247,como : HONDA CIVIC .- 475 MIL mx FORTE GT LINE .- 456 MIL mx ( base desde 351mil ) JETTA R-LINE .- 464 MIL mx ( base desde 356 mil ) ELANTRA GLS PREMIUM .- 424 MIL mx ( base desde 366 mil ) JAC J7 limited .- 429 MIL mx ( base desde 349 mil ) ( evitando que estafen a los mexicanos ) . ,0
248,Mil veces un Onix Premier a un Cavalier en cualquier versión . ,0
250, hace casi lo mismo . ,0
251," En vez del Cavalier de 403mil pesos , prefiero Sentra Advance o Mazda 3 de entro . ",0
252,Le agregan burla al insulto . ,0
253,". O sea , básicamente la misma porquería pero a un sobreprecio exagerado . Prácticamente sus rivales lo destrozan en todo , y este Cacavier no ofrece nada novedoso en seguridad y equipamiento . Hasta es una vergüenza que el propio Onix tenga 6 bolsas de aire y esta porquería sólo ofrezca 4 . En el pasado el Cavalier fue un fracaso de ventas , y en la actualidad lo seguirá siendo frente a su competencia y frente a su misma marca . ",0
255, 4 bolsas de aire Freno de estacionamiento matraca Arranque por llave Aire acondicionado manual 100 mil pesos más que un onix Igual a precio que un jetta un mazda 3 un forte ,0
256,etc etc . ,0
258," Hubieran mantenido al Cruze , se me hacía mas robusto y deportivo , su versión RS se veía muy bien , y era en su momento la competencia en el segmento de Mazda 3 , de verdad no entiendo en que momento pensaron que era buena idea traer un rectángulo familiar básico sin chiste para querer meterlo en ese segmento . ",0
259,". Yo tengo el Cavalier 2021 y no se que decir a excepción del motor casi todo es igual y cuidado y hasta peor , me permiti la versión Limited la del medio , ni la mejor ni la peor , y Aquí en Panamá me salió por $ 16k y honestamente viene algo carito , ",0
260,! . ,0
261,.. Saludos ! ! ,0
262,😁😁😁 . ,0
263,". Recuerden que no hace muchos años atrás , existió el Tsuru , el Versa , el vocho , el neón , el optra , en fin la lista es larga . Ahora resulta que si no trae las 7 bolsas y el ESP no es buen auto . ",0
264,". No sé , pagar casi 500k por un 3cil que tiene problemas de acelración , creo que me iría por un GTi de 2 o 3 años anteriores , o cualquier otro seminuevo . ",0
265,". Por $ 450,000 pesos , recibes un Kia Forte GT Hatchback 2022 , con nuevo rediseño , motor 2.0 , asistencias de conducción , pantalla de más de 10 ” . ",0
266,". Contaminan más , no son prácticas , las verciones familiares son las mejores , desde un simple Jetta , a el increíble Audi SR6 . Y sobre todo el hermoso 508 Spec de Peugeot . Queremos impuestos para las SUVs ",0
267,En resumen el BEAT electrico,1
268,"Si lo sacara una marca como VW o Nissan, seguro fuera un éxito",1
269,,1
270,Esas malditas estrategias de marketing para vender más y lo más triste es que el grueso de la gente se cree que autitos tales como el JAC E sei 1 o el Suzuki Ignis sean SUV. Por dios que mal momento para el entusiasta automotor,1
271,"es mucho mejor negocio un hibrido, actualmente, que un eléctrico!!",1
276,Es un volkswagen crossfox pero eléctrico,1
277,Un fiat mobi electrico Nano suv que siguen bicicletas suv?,1
278,¿ese es el auto eléctrico más barato de México?,1
279,En ninguna versión deportiva entre comillas En ninguna le quedaría un freno de mano electrónico,1
281,reo que el más deportivo de los coreanos es el Hyundai i30n,1
282,El diseño de la parte trasera se parece al Chevrolet Astra hatchback 2001,1
283,"l freno de mano tradicional debe de ser ley en las versiones deportivas. El electrónico en versiones orientadas más al lujo y confort, como el Forte normal más equipado.",1
285,Al quitarle el freno de mano mecanico le quitas todo el supuesto deportivismo que tiene ese auto porque con ese tipo de frenos se pueden hacer ciertas maniobras deportivas,1
289,"tomen en cuenta que este auto es el GT pero el Forte tiene 8 versiones que no son ""deportivas"" y es ahí donde critico el freno de mano electrónico pues todos sus rivales cuentan con eso como un elemento de confort y seguridad, no de deportividad.",1
290," los autos deportivos tienen que derrapar lo MENOS posible en pista y por eso el freno de mano sólo se usa en situaciones de emergencia, el Drift es un mundo aparte y los autos deportivos de pista no tienen porqué estar hechos para hacer Drift cuando justo el Drift es lo que deben evitar. En un auto más ""común"" de uso diario tal vez si tenga mayor ventaja el freno manual porque este se puede aplicar de forma paulatina en caso de tener los frenos gastados cosa que no se puede hacer con uno electrónico.",1
291,"en el freno de mano tu regulas la intensidad de los frenos traseros, y el freno electrónico es un switch que amarra las ruedas traseras NO hay regulación, si y es mas fácil que falle este switch que la palanca mecánica, por lo tanto hasta es riesgoso y para un deportivo este switch NO sirve de nada",1
292,"cuando empezó la caribe GT o el Golf GTI (México) lo ""especial"" era que el motor era más ""potente"" y poner rojo en el interior, utilizaban componentes que ya tenían en sus autos; exactamente como lo está haciendo KIA para ver si puede tomar algo del mercado que dejara Golf ahora que ya no esté y el precio puede ser un factor como mencionas,",1
293,Creo que el diseño del RIO es mejor y solo necesita un mejor motor para ser perfecto,1
294,Siento que es como cuando Chevrolet sacó su “Sonic RS” que no cambia bastante del LTZ y le subían unos cuantos miles solo por una imagen “deportiva”,1
295,"LOS FRENOS, los discos son chicos, esto hace que la gradualidad del frenado sea poca, son mas de o frenan poco o frenan bastante",1
296,Si bien es cierto es un buen vehículo pero no creo que sea digno para la estrella,1
297,Se acerca pero no está lo suficientemente para llegar a ser premium,1
298, techo panorámico XD eso no es panorámico es un quemacocos normal,1
299,"No entiendo por qué el Mazda 3 sigue siendo la estrella, estando por ejemplo el Sentra que ofrece tecnología de hasta 2 segmentos arriba",1
302,". Tengo uno convencional hace 5 años y lo prefiero sobre mi otro auto que es más nuevo, costoso, de una gama más alta y de una marca más popular. ",1
304," Para cargar un eléctrico, una hora en promedio, en estaciones de carga, y a ver como puta madre podrías llevar baterías de emergencia. No se puede. 5. Cuando se puteen la baterías del eléctrico, a cagar sangre, porque su sustitución costará el 20% del valor del auto nuevo. Un pinche ajuste de motor te sale en 20 mil.",1
306,si continuamos así en 5 años costará 700 mil jajaja ?,1
307,"un auto con un sobreprecio de 80mil pesos 6 airbags no justifica que su plataforma sea vieja e inservible en caso de choque, y que tenga una calidad de autos como chevy o ford, que ya tienen casi 20 años ",1
308,"Aceptémoslo, nos guste o no, es para lo que nos alcanza a la mayoría de los Latinoaméricanos",1
309,Por ese precio. Me iría por mazda 2 ó versa! ,1
310,"No puedo creer que te puedes comprar un swift boosterjet con lo que cuesta este, y si hablamos de versiones inferiores de equipamiento pienso que un mirage g4 es mejor opción",1
311,"Por ese precio el swift boosterjet, o te amarras un poco más la tripa y un swift sport o un Mazda 3 o sentra",1
