,Commment,Category
348,"si es tu primer coche, pudiera ser opción, pero yo le echaría 25mil pesos más y me llevo el jetta turbo. ",1
370,Aunque creo que estaba mas enfocado al evitar robo que a evitar dejar a un bastardo ahí adentro. De cualquier manera servia para las dos cosas.,1
377,El único bueno es el GTr pero no a todos les alcanza para uno. Ahora hay mejores opciones en el mercado. Incluso mazda es mejor. Toyota. Y no se diga honda.,1
393,"Los MAZDA me dan hueva. Es un recalentado de recalentado de recalentado,,, que haga algo bien hecho original y ya. No que es una copia de varias marcas premium. Pues ahí es cuando tanto tirarle al Sentra por su suspensión trasera rígida contra la del tsuru que era independiente rinde frutos... es una porquería que en 2019 costando lo que cuesta traiga el motor viejo y la suspensión trasera chafa. 5:09, los detalles de atras estan bien cuidados como atras, no ps vale :D Master sinceramente no es el mismo auto de antes con un poco de ajustes? La línea de la carrocería pudo variar un poco, pero perdió la suspensión trasera independiente que antes sí tenía, es el mismo motor, misma caja, mismo equipo (casi). Mazda siempre dice que SkyActive es una plataforma completa no sólo el motor, así que basicamente estamos hablando del mismo mazda 3 de antes, de la nueva generación sin el motor por el asunto de la calidad de gasolina.",1
408," La neta si enamora pero fuera del terreno dentro, si no salen casi nunca al campo les recomiendo tener 2 coches o de plano no tener el jeep es muy incómodo vivir con el.",1
409,"Esta camioneta esta sobrevalorada al igual que Jetta, esta camioneta se me hace como para un precio de 400 mil a 500 mil.",1
421,Esperen a ver el precio y va a dejar de ser el más vendido,1
425,por ese precio al menos deberia incluir ya algun tipo de kit aerodinamico que lo diferencie aun mas de otra version y las salidas de aire acondicionado para los ocupantes traseros pues otro punto donde fallo.,1
433,"asopota madre, vw no le quito el tablero para venderlo aparte como lo hizo con los golf! bien echo vw ahora namas falta que le dejes de quitar el encendido por boton y que te traigas las versiones manuales. *Volkswagen de México*: ¡¡¡Y mierda se me olvidó quitarselo para venderlo aparte!!! :v",1
436,"Por este carro su precio de 527,000.00 pagas lo Mismo por un Altima equipado sin turbo , un accord Sport 1.5, y otros similares ",1
439,"Era obvio que la suspension trasera es inferior dinámicamente comparada con el modelo saliente. Creo que si buscas un manejo deportivo, es mejor opcion un Kia Forte GT",1
443,"En el pasado la Ford era muy buena, para todo. Y Chevrolet y Dodge siempre estaban un paso atrás. Ahora la Ford se a convertido en camioneta sólo de uso personal (como carro de lujo). Y Chevrolet y Ram han evolucionado para bien, buscando ofrecer productos que se puedan usar para todo. Trabajo, Picnik (ósea para disfrutarla con la familia el fin de semana) y el vehículo personal que muchos quisiéramos. Al grado que para mí gusto han alcanzado a Ford lobo o incluso superado. Bien por estas dos marca Ram y Chevrolet. Ejemplo de que si le ponen ganas y ofrecen productos de calidad, se mantendrán en la preferencia de los consumidores. Solo para Chevrolet espero que los plásticos Allan mejorado, para esta generación. Porque eran muy malos en las generaciones pasada",1
457,"Más bien el más sobrevalorado del segmento sólo por ser Jeep, sí es bueno, pero desde hace años le han bajado la calidad al motor y eso afecta su desempeño",1
461,Parece como si fuera un modelo viejo o mejor dicho diseño viejo...por alla del 2008,1
468,"No le veo nada de parecido a la KIA Sportage ni Mazda CX5 como dicen varios, mas bien parece una Porsche Macan con los faros traseros de la RAV4.",1
470,El Mazda 6 lo supera en calidad,1
472,divertido y cvt como que no van de la mano. A primera vista sigo prefiriendo un Mazda 6 signature,1
479,"Pues estoy seguro que casi, casi la primera y segunda versión vendrá solo con dos bolsas de aire y ABS, la tercera 4 bolsas y la 4(si es que hay), con 6 y ESP, obvio desde la segunda rines de aluminio y pantallita.",1
486,"Un auto con mucha tecnología y capacidades de manejo.....pero definitivamente es únicamente para fans de la marca, un comprador habitual encontrará mejor valor en cualquier sedán mediano sobre este Jetta.",1
488, creo que ya hay mejores opciones que el jetta. Y eso lo dice un vagueto que siempre ha defendido toda la vida a VW...,1
492,"300,900 pesos, que se saquen a la chingada, hay muchísimas opciones mejores hasta un forte básico es mejor que este",1
493,"Un auto con motor 1.6 hasta 300,000? Ya mejor juntar para un golf comfortline no? Salu",1
507,"Con esa feria mejor un subaru xv, mucho mejor vehículo en todo sentido.",1
510,"Más bien el más sobrevalorado del segmento sólo por ser Jeep, sí es bueno, pero desde hace años le han bajado la calidad al motor y eso afecta su desempeño.",1
519,"Los diseñadores tienen miedo a inovar y todos se copian los diseños mismos motores , mismos diseños las pequeñas inovaciones las cobran carísimas",1
520,Parece un un tesla model 3 delante y parece un Subaru por atras,1
531,"Pues estoy seguro que casi, casi la primera y segunda versión vendrá solo con dos bolsas de aire y ABS, la tercera 4 bolsas y la 4(si es que hay), con 6 y ESP, obvio desde la segunda rines de aluminio y pantallita.",1
561,Por el precio yo me quedaría con Kia forte por su motor,1
564,Tan solo el Kia forte tiene la versión ( básico flotilla ) al que muchos pueden aspirar y tener un buen vehículo . Punto para Kia .,1
566,"	En resumen, el Civic no justifica su precio, ni es mejor la competencia por 80 mil en este caso y contra otros por más de 100 mil, el Sentra y el Elantra también tienen esa seguridad y por menos de 500 mil v: de plano no me salen las cuantas del por qué es tan caro",1
575,En ese caso por el precio mil veces un gli o incluso un Camry que es segmento superior,1
578,Elevando la categoría en precio solamente,1
602,"	Creo que el Forte GT 2022 tiene un sistema de seguridad muy similar al del Civic 2022, y una mejor mecánica, y acabados muy buenos en ambos pero no creo que justifique 80 mil de diferencia con respecto al Forte, otro rival por ese precio en diferente categoría es el Camry XLE y hasta sobran 30 mil",1
611,"El Mazda 3 se está saboreando las buenas ventas que dejará pasar este Civic, ya muchos voltearan a ver otros autos como el que mencioné.",1
619,"Honda aplicó la misma que la generación anterior: El Civic anterior llegó mucho más caro que su competencia y medio mundo se quejó. Seis meses después todos los rivales costaban casi lo mismo que el Civic. En 2022 todo el segmento estará en estos precios, ",1
624,"El auto, no vale esa cantidad, ni por asomó. Una pena que Honda haga esto. Cuando pudiera vender más. Dejando, que otros ahora le coman el mandado.",1
650,"renault debe reforzar urgente la duster con minimo 4 BOLSAS DE AIRE,si no perdera terreno con chevrolet,kia,",1
653,"Renault duster, vaya que arriesgado por parte de la marca, con tanta competencia creo que sería una de las últimas opciones para muchos compradores más por el precio que tiene y por el servicio que no es del todo bueno.",1
657,"Nuevo motor???????Ese 1.6 es de nissan ya visto antes, digamos que es un versa levantado, y ese motor 1.3 turbo que en realidad de Mercedes gasta que da miedo en versión manual (vean videos argentinos) y con cvt no creo que sea mucho menor, mucho coche para ese motor.",1
660,Creo qué Volkswagen se ahorró mucho en esta nueva versión del jetta GLI. y nosotros los consumidores nos tenemos que aguantar con auto más austero y más caro en una palabra me quedo con mi jetta SPORT 2016,1
661,"Es más coche un accord, cambry y hasta el altima",1
674,"Es un auto y solo sirve para llevarte de punto A al B, por muy equipado",1
679,"	Hyundai debería de traer el Elantra GT N-Line en sus dos versiones, me gusta mas que el KIA Forte",1
697,Definitivamente el GLI murio junto con el Bora :( esa chingadera parece un vento con detalles rojos,1
703,"	El nuevo KIA Forte, parecer ser un buen competidor dado que ofrece un nivel de equipamiento más alto por un costo más accesible.",1
708,"	Medio millón de pesos??? Mejor un Honda Civic Coupe. Y me sobran 70,000 pesos.",1
727,Los únicos genes RAM en esta camioneta estan solo en el logo... No entiendo porque no siguió manteniendo el logo Fiat... También está la Ram 1200 qué viene siendo la Mitsubishi L200 q también la he visto con logo Fiat... Grupo FCA es un chiste jaja...,1
746,Subestimado? Yo diría que sobre estimado,1
748,"	Después de la miserable 1 estrella obtenida en la EURO-NCAP lo estoy viendo con otros ojos. Una lástima, ya que me encanta.",1
752,"Despues de varios años de tener Jeep les puedo decir que no es un auto para moda en ciudad, no está diseñado para chulearlo en la plaza; es lento, pesado e incomodo de manejar. Es un auto para ir fuera de carretera y punto. El que tenga un jeep y no sea para llevarlo fuera de carretera es desperdiciarlo tal cual quien tiene un Mustang pero no le gusta la velocidad.",1
757,"	2018 istyle precio 368 mil una posibilidad tenerlo y ahora 475,900 (al menos en mty) por el istyle con forma de jetta creo que algo no esta haciendo bien honda.",1
768,Se entiende el incremento de precios en toda la industria pero este nuevo Civic está CARÍSIMO. Los de Honda de México están locos.,1
811,En concreto... Simple y sencillamente un coche que nació muerto!!,1
814,"	Me sigo quedando con el cavalier de los 90 y su sonido uffff. Aunq este le hace más honor en cuestión de potencia. Pero su precio está muy elevado ,mejor me quedo con un Kia o el Mazda . Pero siendo sinceros por esos precios de los autos actuales mejor restauró uno y hasta asientos de piel , Pintura de primera, motor más potente y rines deportivos, sonido , pantallita etc etc y todavía me queda dinero para otro ? , y aún recuerdo cuando el Atos costaba 80 mil pesos jajaja",1
843,"Es un hecho, el Cavalier fue un rotundo fracaso desde el inicio, pues el Aveo se lo comía en ventas. En algún momento le bajaron el precio, pero ni así logró mejorar sus ventas. Y ahora con la salida del Onix menos posibilidades tendrá de vender, más aún con ese precio exagerado sólo va a hundirlo hasta el fondo. Hasta me atrevo a asegurar que la gente va a comprar más Tracker en lugar de esa mediocridad de auto.",1
850,"	Mejor un Sentra SR, más grande y con mejor tecnología",1
851,"Mejor me compro un Sentra SR seminuevo, para mi gusto se ve mucho mejor, o un Mazda 3",1
852,"	Al menos parece ser mejor que el Baic X25 ? (nada contra Baic pero ése video fue épico) Creo que prácticamente nadie tomaría como opción este auto, un precio más justo sería de unos $230K, aunque con los precios actuales, sabemos que es imposible algo así… En fin, no entiendo cómo Chevrolet piensa que esto va a funcionar ?",1
854,"	Hubieran mantenido al Cruze, se me hacía mas robusto y deportivo, su versión RS se veía muy bien, y era en su momento la competencia en el segmento de Mazda 3, de verdad no entiendo en que momento pensaron que era buena idea traer un rectángulo familiar básico sin chiste para querer meterlo en ese segmento. A Chevrolet le urge tener un auto que le compita a Mazda 3, Forte, Civic, etc, justo ahí están mas que perdidos en ideas.",1
860,"	Por el espacio que tiene este coche, me decido por un Porsche carrera s 911, con un poco más de potencia",1
